,prop_type,list_date,last_update,prop_status,year_built,address.city,address.county,address.postal_code,address.lat,address.lon,community.price_min,community.baths_min,community.beds_min,community.sqft_min
11,single_family,2021-01-18T20:43:00.000Z,2021-02-11T16:55:13.26Z,for_rent,,Los Angeles,Los Angeles,90045,33.961567,-118.388074,4495,3.0,3,1250.0
12,single_family,2021-01-29T16:43:00.000Z,2021-01-30T14:55:15.153Z,for_rent,,Venice,Los Angeles,90291,33.999291,-118.475991,8780,2.0,3,1426.0
13,single_family,2021-02-13T16:43:00.000Z,2021-02-13T16:55:13.253Z,for_rent,,San Jose,Santa Clara,95125,37.294132,-121.879809,4800,3.5,4,2372.0
14,single_family,2021-01-18T22:43:00.000Z,2021-01-25T22:55:12.673Z,for_rent,,Los Angeles,Los Angeles,90048,34.070691,-118.369656,4375,2.0,3,1800.0
15,condo,2021-02-05T16:43:00.000Z,2021-02-05T18:55:13.453Z,for_rent,,Los Angeles,Los Angeles,90012,34.047995,-118.237513,1750,1.0,0,519.0
16,single_family,2021-01-25T14:43:00.000Z,2021-02-14T22:55:13.477Z,for_rent,,San Francisco,San Francisco,94112,37.727174,-122.423907,4990,3.0,3,1447.0
17,single_family,2021-02-03T02:43:00.000Z,2021-02-11T22:55:14.387Z,for_rent,,Sherman Oaks,Los Angeles,91403,34.158231,-118.462607,3950,2.5,2,1200.0
18,condo,2020-12-12T14:43:00.000Z,2021-01-24T20:55:14.317Z,for_rent,,Santa Monica,Los Angeles,90404,34.033566,-118.468612,4480,1.5,2,1200.0
19,condo,2021-02-03T02:43:00.000Z,2021-02-09T16:55:13.653Z,for_rent,,Los Angeles,Los Angeles,90025,34.046934,-118.462711,3950,2.5,2,1649.0
20,condo,2021-01-26T20:43:00.000Z,2021-02-14T22:55:13.477Z,for_rent,,Los Angeles,Los Angeles,90013,34.040696,-118.234525,3800,2.0,1,1300.0
21,condo,2021-02-11T22:43:00.000Z,2021-02-11T22:55:14.387Z,for_rent,,Reseda,Los Angeles,91335,34.189707,-118.536676,2095,2.0,2,967.0
22,condo,2021-02-02T22:43:00.000Z,2021-02-11T14:55:14.24Z,for_rent,,West Hollywood,Los Angeles,90069,34.09213,-118.376709,4500,2.0,2,1161.0
23,single_family,2021-02-10T20:43:00.000Z,2021-02-10T20:55:13.45Z,for_rent,,Los Angeles,Los Angeles,90046,34.085133,-118.347046,6900,2.0,3,1422.0
24,condo,2021-02-12T14:43:00.000Z,2021-02-12T14:55:14.733Z,for_rent,,Buena Park,Orange,90621,33.876182,-118.003024,2495,2.0,3,1210.0
25,condo,2021-01-28T16:43:00.000Z,2021-02-07T20:55:12.717Z,for_rent,,Santa Monica,Los Angeles,90404,34.035577,-118.469119,2650,1.5,1,800.0
26,condo,2021-01-21T16:43:00.000Z,2021-01-28T16:55:13.313Z,for_rent,,San Francisco,San Francisco,94105,37.789375,-122.390971,3600,1.0,1,900.0
27,single_family,2021-01-20T14:43:00.000Z,2021-01-26T04:55:12.877Z,for_rent,,Van Nuys,Los Angeles,91401,34.190502,-118.423823,7500,2.0,4,1840.0
28,single_family,2021-02-13T22:43:00.000Z,2021-02-13T22:55:12.933Z,for_rent,,Playa Del Rey,Los Angeles,90293,33.960361,-118.431942,6780,2.5,4,1860.0
29,condo,2020-11-12T20:43:00.000Z,2021-02-11T14:55:14.24Z,for_rent,,Los Angeles,Los Angeles,90026,34.078833,-118.268475,3600,2.5,3,1200.0
30,single_family,2021-01-18T14:43:00.000Z,2021-01-31T22:55:13.1Z,for_rent,,Visalia,Tulare,93292,36.328486,-119.255144,2350,2.0,4,1900.0
31,single_family,2020-08-31T15:45:00.000Z,2021-01-29T20:55:12.593Z,for_rent,,Rancho Mirage,Riverside,92270,33.766516,-116.404594,4999,3.0,3,2456.0
32,condo,2021-02-12T14:43:00.000Z,2021-02-12T14:55:14.733Z,for_rent,,Culver City,Los Angeles,90230,33.985737,-118.382537,2795,1.5,2,998.0
33,condo,2021-01-26T20:43:00.000Z,2021-01-31T20:55:12.323Z,for_rent,,Venice,Los Angeles,90291,33.996207,-118.481592,15950,4.0,3,3031.0
34,condo,2021-01-09T14:43:00.000Z,2021-02-11T16:55:13.26Z,for_rent,,Los Angeles,Los Angeles,90019,34.042608,-118.344682,5500,3.5,5,1902.0
35,condo,2021-02-02T20:43:00.000Z,2021-02-14T22:55:13.477Z,for_rent,,Los Angeles,Los Angeles,90046,34.102806,-118.349428,3300,2.0,2,1191.0
36,single_family,2020-09-15T08:27:00.000Z,2021-02-14T16:55:13.243Z,for_rent,,West Hollywood,Los Angeles,90046,34.088846,-118.35474,4645,2.0,3,1000.0
37,condo,2021-02-13T20:43:00.000Z,2021-02-13T22:55:12.933Z,for_rent,,East Palo Alto,San Mateo,94303,37.456608,-122.136348,2795,2.0,2,1009.0
38,single_family,2021-02-09T16:43:00.000Z,2021-02-09T16:55:13.653Z,for_rent,,Los Angeles,Los Angeles,90024,34.074008,-118.435844,9950,2.5,3,2175.0
39,single_family,2021-01-23T22:43:00.000Z,2021-01-31T22:55:13.1Z,for_rent,,Los Angeles,Los Angeles,90068,34.119067,-118.340027,6495,3.5,3,1859.0
40,single_family,2021-02-06T14:43:00.000Z,2021-02-13T18:55:12.633Z,for_rent,,Los Angeles,Los Angeles,90026,34.088504,-118.258756,4850,3.0,2,1775.0
41,condo,2021-01-19T14:43:00.000Z,2021-01-23T02:55:13.47Z,for_rent,,Los Angeles,Los Angeles,90025,34.052646,-118.445097,3990,2.0,2,2019.0
42,single_family,2021-01-22T14:43:00.000Z,2021-02-14T22:55:13.477Z,for_rent,,Inglewood,Los Angeles,90305,33.947717,-118.321324,1795,1.0,0,400.0
43,single_family,2020-12-18T16:43:00.000Z,2021-02-12T14:55:14.733Z,for_rent,,Los Angeles,Los Angeles,90046,34.121373,-118.382266,8600,3.0,3,2450.0
44,single_family,2021-02-09T14:43:00.000Z,2021-02-11T14:55:14.24Z,for_rent,,Los Angeles,Los Angeles,90068,34.10639,-118.335286,1950,1.0,0,275.0
45,condo,2020-09-15T08:27:00.000Z,2021-02-02T04:55:15.813Z,for_rent,,Santa Monica,Los Angeles,90403,34.031228,-118.486172,5800,2.5,3,1700.0
